WTRSHD_FID,MINES,RDS_DEN_km_km2,FORDST_PCT,WATER_LIC,STRMXDEN,WWD_count,LCA,RIPDSTPCT,IMPERVPCT,MPB_pct,LINEAR_DEV,ECAPCT,Region,WSDArea_KM2,ForestRoadsDEN_km_km2,NonForestRoadsDEN_km_km2,AgriculturePCT,UrbanPCT,Linear_Dev_noRoads
48,0,2.357411898,29.26440346,2,0.734147017,0,31.14981587,21.26968381,4.107861506,2.801995957,2.357411898,16.32490642,Fraser,115.2619771,0.314910156,2.042501741,0,0,0
49,0,2.377248406,40.95303188,0,0,0,42.57095339,28.60739352,4.069892433,3.895280663,2.377248406,19.41341509,Fraser,34.6220832,0.313039429,2.064208977,0,0,0
50,0,2.965176621,38.821979,0,0,0,42.08496332,24.24291722,5.367517834,1.602576348,2.965176621,22.70061246,Fraser,49.6469705,0.29551539,2.669661231,0,0,0
51,0,2.254006615,25.88898196,1,0.314936433,0,28.64919406,18.03295024,3.998574525,4.748945964,2.254006615,18.06933063,Fraser,62.19741336,0.151737518,2.102269097,0,0,0
52,0,2.726655524,19.06831807,0,0,0,21.83933171,14.44378075,4.419828173,1.787291624,2.726655524,21.85985757,Fraser,33.29556832,0.857398957,1.869256566,0,0,0
53,0,2.151149972,8.126797665,0,0.123403344,0,10.04910201,6.301489617,2.801055382,6.517022594,2.151149972,12.0292637,Fraser,39.60137971,1.112232363,1.038917609,0,0,0
54,0,1.2467414,6.917404606,0,0,0,8.105894454,6.81988061,1.84406037,0.089093252,1.320616889,10.79707347,Fraser,54.00601692,0.46314624,0.78359516,0,0,0.073875489
55,0,1.260298668,8.289193985,0,0.139287058,0,10.15659263,5.040880778,1.977697212,0.91101564,1.267022804,6.946318856,Fraser,57.46328327,0.426714714,0.833583954,0,0,0.006724135
56,0,1.456886156,22.32804681,0,0.427316654,0,23.23340995,15.08033365,2.566038059,1.35976618,1.456886156,7.862416461,Fraser,81.33147118,0.224092644,1.232793512,0,0,0
57,0,0.633403941,7.592475072,0,0.491314039,0,8.225547018,9.738536942,1.140904233,0,0.633403941,1.475160047,Fraser,32.15463984,0,0.633403941,0,0,0
58,0,0.871533906,13.40043326,0,0.367951801,0,14.84707065,11.14474547,1.530062321,0.15124703,0.871533906,7.262125406,Fraser,53.78651482,0.060011365,0.811522542,0,0,0
59,0,1.038383268,22.69481314,0,0.367540753,0,23.12892257,17.66281233,1.912449683,0,1.044622133,5.998542391,Fraser,50.09299239,0.001784504,1.036598764,0,0,0.006238865
60,0,1.178851219,21.03647749,0,0.305559122,0,21.63697158,12.5842116,2.148796132,0,1.178851219,10.38927895,Fraser,64.86221886,0.028890483,1.149960736,0,0,0
61,1,0.655313024,10.27801222,0,0,0,10.81328579,5.07785142,1.360795915,0,0.655313024,7.513446733,Fraser,40.45745526,0.05092845,0.604384574,0,0,0
62,0,0.030360663,0.514483685,0,0,0,1.59909819,0.420627836,0.069380616,0,0.030360663,0.385862367,Fraser,59.61441878,0,0.030360663,0,0,0
63,0,0.032049419,0.327507442,0,0,0,0.327564152,0,0.038676083,0,0.033022712,0.438656093,SCVI,30.08169612,0,0.032049419,0,0,0.000973294
64,0,3.141116921,32.89122434,0,0.309648161,0,34.655584,17.27923766,4.565564726,0,3.14926323,33.45420846,SCVI,56.5391548,0.452693142,2.688423779,0,0,0.00814631
65,0,2.986952023,16.0373095,0,0.336132725,0,19.52961694,9.873454348,4.748801947,0,2.986952023,17.56004162,SCVI,36.01630607,0.231593994,2.755358029,0,0,0
66,0,3.084773793,27.15599106,0,0.480283865,0,29.82932362,19.49680548,4.555928145,0,3.084773793,27.01490311,SCVI,22.35197754,0.858158931,2.226614861,0,0,0
67,0,3.244765497,36.15578306,0,0.520744899,0,38.12094413,18.80366642,4.395084468,0,3.244765497,29.41581647,SCVI,56.49633626,0.91137737,2.333388127,0,0,0
68,0,3.186887021,30.18099936,0,0.509818078,0,33.40733585,19.00963666,4.675306955,0,3.186887021,27.88884849,SCVI,72.27805998,0.769993377,2.416893644,0,0,0
69,1,3.357390389,4.772476308,0,0.585679855,0,11.06846349,7.264704754,6.113318809,0,3.357390389,25.46404376,SCVI,48.88466801,0.212385587,3.145004802,0,1.342449041,0
70,0,2.517245492,6.31395908,3,0.561186978,0,10.63462702,8.391648382,4.549075664,0,2.517245492,25.8599611,SCVI,32.51570454,0.113622939,2.403622553,0,0,0
71,0,2.832521698,10.95276894,0,0.364757963,0,14.93819201,5.536681231,4.734788214,0,2.832521698,19.4333327,SCVI,34.48306334,0.249855858,2.58266584,0,0,0
72,0,2.764387272,11.61857405,0,0,0,15.60326406,7.184015154,4.615094963,0,2.764387272,16.89623615,SCVI,23.61766417,0.281224136,2.483163136,0,0,0
73,0,1.9967157,11.49026477,1,0.294356601,0,13.89298728,3.739083659,3.322353435,0,2.025385378,24.31406043,SCVI,32.12746359,0.208014956,1.788700744,0,0,0.028669678
74,0,3.014670759,11.93977857,0,0.511070754,0,16.38686043,9.835594301,5.221841111,0,3.014670759,15.43595223,SCVI,69.7870581,0.116741298,2.897929461,0,0,0
75,1,2.542728608,15.16365856,1,0.358840287,0,18.05557222,10.86097849,3.900906102,0,2.542728608,21.10370191,SCVI,44.73182305,0.15554652,2.387182088,0,0,0
76,0,1.706658793,12.35105286,0,0.277654121,0,14.03387752,5.940392519,2.715478048,0,1.706658793,12.60698063,SCVI,44.30340017,0.181832855,1.524825937,0,0,0
77,1,3.401058055,11.51135193,1,0.337408038,0,16.02628607,8.848763607,5.363093757,0,3.401058055,19.27077413,SCVI,53.77265656,0.130757583,3.270300472,0,0.005889483,0
78,3,2.938232467,15.13736626,0,0.159480133,0,18.90987893,13.66339518,4.953143209,0,2.938232467,19.26755786,SCVI,55.84885932,0.174699886,2.763532581,0,0,0
79,0,2.458535113,3.262513033,0,0.286601526,0,7.58131091,4.599530815,4.579773244,,2.458535113,9.433531855,SCVI,27.11881147,0,2.458535113,0,0,0
80,19,2.777506716,1.50075764,7,0.374728803,0,7.046703418,3.863754279,5.170228346,0,2.88443262,6.499563083,SCVI,85.82866976,0.003466949,2.774039767,0,0.037142549,0.106925904
81,4,3.457345808,2.614953726,8,0.6892439,0,11.09338784,14.28345762,6.59237502,0,3.457345808,9.65973667,SCVI,28.48216124,0.006695382,3.450650426,0.533089088,1.075347921,0
82,0,4.953143701,0.78488932,21,0.998864563,6,44.39218492,41.03744012,14.85247233,0,5.279343827,35.20025192,SCVI,38.57694219,0,4.953143701,9.545920392,31.49294004,0.326200117
83,0,3.982950085,3.311012886,15,0.280987982,4,17.88876995,13.19118009,9.079052345,0,4.157495843,17.0440786,SCVI,45.53037771,0.030691327,3.952258758,0,8.892058613,0.174545765
84,0,4.465004958,0.766022073,45,1.44429708,4,35.92441629,32.35139328,13.39200145,0,4.900193238,31.94958782,SCVI,49.7771749,0,4.465004958,3.648627144,27.73532957,0.43518828
85,0,3.244187801,2.773010062,11,0.477745621,0,12.90873639,13.77482788,6.739128027,0,3.309047402,14.21345493,SCVI,41.23155644,0.152947306,3.091240495,0.009934469,5.361557957,0.064859601
86,0,1.498629712,20.00461452,0,1.508380117,0,21.06896909,18.88117836,2.589710805,0,1.498629712,8.780309036,SCVI,23.71244844,0.242907836,1.255721876,0,0,0
87,0,1.42368498,6.444693056,1,0.576218878,0,8.627055686,5.622930128,2.665770177,0,1.42368498,5.688216833,SCVI,94.79601113,0.108705756,1.314979225,0,0.001161253,0
88,0,1.312784597,8.687775111,1,0.673631104,0,10.50387261,8.445198761,2.374919991,0,1.312784597,5.98809278,SCVI,25.34391163,0.358979534,0.953805063,0,0.061625237,0
89,1,3.29197801,3.640117541,6,1.503934851,4,11.71003564,9.112291207,6.505411745,0,3.420935038,13.37155257,SCVI,76.7216467,0.180823556,3.111154454,0.150817092,2.890556912,0.128957026
90,0,1.556038514,19.21857015,1,1.024123833,0,27.25874069,20.76352814,2.673433726,0,1.556038514,6.980113021,SCVI,52.24151076,0.257839764,1.29819875,0,0,0
91,0,0.003437108,3.72675E-05,104,0,0,0.795629664,0,0.161516819,0,0.003437108,0.793974852,SCVI,42.44009469,0.003437106,2.34799E-09,0,0.791763825,0
92,1,3.295220619,5.457236962,40,0.684409182,0,21.43248434,11.83353584,7.92294213,0,3.304783099,17.03715934,SCVI,30.54839889,0.056064691,3.239155928,3.60191308,7.480252518,0.00956248
93,2,1.848039701,5.920481145,51,1.031607563,0,18.09787424,16.23823235,4.210750266,0,1.848039701,6.044272791,SCVI,20.15616753,0.032615744,1.815423957,7.917119843,1.924475336,0
94,2,2.531770689,3.012892615,27,1.513255901,0,16.06147488,14.76545717,5.577950108,0,2.531770689,6.97758031,SCVI,26.48457891,0.071622101,2.460148587,8.004930061,1.371195106,0
95,1,2.441540417,1.602459961,3,0.407259922,0,5.819300063,5.144431267,4.366398999,0,2.441540417,13.9505701,SCVI,103.2669105,0,2.441540417,0,0,0
96,0,3.013838552,1.775778157,0,1.211968008,0,7.519045207,4.885461035,5.812308033,,3.013838552,7.354846109,SCVI,25.67954265,0.035266029,2.978572523,0,0,0
97,0,2.199435479,0.05244646,0,0.452143276,0,4.085574008,2.607432794,3.922810692,0,2.199435479,5.629497201,SCVI,32.65037263,0,2.199435479,0,0,0
98,0,2.008468852,0.347145385,0,0.70735064,0,3.542037574,3.459089239,3.170277141,0,2.008468852,8.493714049,SCVI,42.33183831,0,2.008468852,0,0,0
99,0,2.311220005,7.719161036,0,0.158243202,0,10.77178402,6.721207385,3.633572109,0,2.311220005,37.24474749,SCVI,33.08104564,0.212355957,2.098864048,0,0,0
100,0,2.1857312,4.374071334,2,0.468219711,0,6.859230868,3.763802933,3.016601348,0,2.1857312,13.75934682,SCVI,63.20228202,0.037174789,2.148556411,0,0,0
101,0,0.280810155,0,0,0.11586609,0,0.418768232,0.51279389,0.418768225,0,0.280810155,1.708417299,SCVI,80.9492617,0,0.280810155,0,0,0
102,0,2.73961183,8.751519582,0,0.553109314,0,12.19942755,10.82467762,4.511846976,0,2.752788581,14.90109121,SCVI,21.6766736,0.353879161,2.385732669,0,0,0.013176751
103,2,0.134023834,0.079429529,0,0.176759097,0,0.343254687,0.277545405,0.265769385,0,0.134023834,1.263238756,SCVI,71.09711113,0,0.134023834,0,0,0
104,0,0.008791917,0,0,4.428338808,0,0.017580459,0.047526191,0.017580462,0,0.008791917,0.104383385,SCVI,25.45951837,0,0.008791917,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,SCVI,41.85144605,0,0,0,0,0
106,0,0.103703902,0.771750363,0,0.121717182,0,0.841944403,0.601315775,0.116600374,0,0.103703902,0.246193521,SCVI,35.85613363,0.09321818,0.010485723,0,0,0
107,2,2.65994178,4.025093126,7,0.373732054,0,13.31252178,10.7403745,5.218645556,0,2.879200495,17.30310551,SCVI,31.65656115,0.001354226,2.658587555,4.254353304,0.628062122,0.219258714
108,0,2.710622136,11.23365929,0,1.033462294,0,15.03720733,9.657367215,4.67648928,0,2.821772705,18.27363315,SCVI,75.82443622,0.225816799,2.484805337,0,2.2917E-05,0.111150569
109,0,0.000684541,1.67206E-05,7,0,0,0.04474005,0,0.010459597,0,0.001240583,0.044104135,SCVI,53.07499912,0,0.000684541,0,0.043462012,0.000556042
110,0,1.230409487,11.69438368,6,0.842988363,0,12.92419006,7.179785015,2.362751474,0,1.240645388,12.22417009,SCVI,116.4469367,0.152085024,1.078324463,0,0,0.010235902
112,0,2.903415793,5.349857658,0,0.082269125,0,10.46730795,5.064946889,5.624840144,0,2.903415793,9.449976266,SCVI,74.91176188,0.111533367,2.791882426,0,0,0
113,0,2.95133662,12.4515127,0,0,0,16.89122002,9.800304034,5.647053187,0,2.95133662,6.899922498,SCVI,27.42382138,0.327769323,2.623567298,0,0,0
114,1,1.969304335,15.20810931,0,0.297334988,0,17.17796793,13.39249997,3.369346839,0,1.969304335,9.095512678,SCVI,128.9603937,0.371144537,1.598159798,0,0,0
115,0,0.735797071,8.473251735,0,0.295291839,0,8.963764572,6.458050478,1.342876159,0,0.735797071,3.748517654,SCVI,63.1620061,0.15060238,0.585194691,0,0,0
116,0,2.411564222,48.13425108,0,0,0,48.79262018,45.13361575,3.614777339,0,2.411564222,20.30187089,SCVI,40.24134233,0.372173761,2.039390462,0,0,0
117,0,1.13023837,9.421922589,5,0.039314534,0,10.7263294,8.704554792,1.916432534,0,1.13023837,9.096943613,SCVI,93.35722083,0.085993279,1.044245091,0,0,0
118,0,1.244073409,16.19901944,1,0.131829769,0,17.30410598,10.48064168,2.031854347,0,1.244073409,11.80694266,SCVI,48.44922292,0.08389102,1.160182389,0,0,0
119,0,1.832124707,16.91357168,0,0,0,18.96434735,11.20517245,3.212942003,0,1.832124707,11.52719189,SCVI,20.68979064,0.047167204,1.784957503,0,0,0
120,0,0.486952717,12.29432103,0,0.21657701,0,12.60218615,17.6684558,0.77324376,0,0.680016196,2.764176172,SCVI,60.31313507,0.156474104,0.330478614,0,0,0.193063479
121,0,1.226976681,13.08085724,0,0.356726666,0,13.89312972,12.88350522,1.572503399,0,1.226976681,7.812826199,SCVI,36.97203171,0.378618671,0.84835801,0,0,0
122,0,1.691709678,27.75862868,0,0.161100033,0,28.29030962,23.45177059,2.533824462,0,1.691709678,12.76876268,SCVI,56.64462625,0.209475842,1.482233837,0,0,0
123,0,0.262019336,4.747151669,0,0.513708378,0,4.901244557,4.434667631,0.399476991,0,0.262019336,2.347597093,SCVI,45.93694049,0.063533235,0.198486101,0,0,0
124,0,2.935204485,7.960475607,0,0.662659235,0,13.15365094,7.373554223,5.676770675,0,2.935204485,18.80401702,SCVI,29.41578348,0.102733842,2.832470643,0,0,0
125,2,2.64937225,19.17003519,0,1.144454016,0,23.68794858,16.18887162,4.897973726,0,2.64937225,20.1058966,SCVI,30.52444823,0.139667203,2.509705047,0,0,0
126,8,2.679436706,17.8665656,0,0.930803084,0,26.10885498,17.20455718,5.03580407,0,2.737495338,21.48741105,SCVI,20.71819883,0.078859191,2.600577514,0,0.258908018,0.058058633
127,0,1.075935975,9.119848797,0,0,0,10.06871814,4.396749271,1.680545587,0,1.486022283,8.91234912,SCVI,30.49889431,0.042231427,1.033704548,0,0,0.410086303
128,0,2.432872996,27.21873328,1,0.300042499,0,28.76456952,13.75457012,3.651860695,0,2.644070971,21.68817172,SCVI,54.74795835,0.110705835,2.322167161,0,0,0.211197975
129,0,1.966858187,3.313758507,8,0.411312058,0,9.419436942,3.418779663,4.134018023,0,2.004159276,31.5034813,SCVI,51.14625482,0.044927535,1.921930652,0,3.644177549,0.037301089
130,1,2.637945058,7.951423422,11,0.648839754,0,11.83644905,5.589693169,4.47013356,0,2.637945058,17.26154924,SCVI,99.25336428,0.239950328,2.39799473,0,0.035513507,0
131,0,5.279923469,3.281486214,1,1.063001172,29,32.18686018,29.01584647,12.91273724,0,5.382019565,34.24002257,SCVI,43.00520392,0.016971472,5.262951997,1.217086786,24.73455083,0.102096096
132,0,3.064030788,11.19484985,0,0.380148735,0,15.88124483,6.382865214,5.999997971,0,3.064030788,13.29883944,SCVI,31.7335191,0.187147029,2.87688376,0,3.62466E-05,0
133,2,1.995817773,18.96764722,5,0,0,23.24460125,17.49312198,3.496720309,0,1.995817773,12.70832788,SCVI,35.12387582,0.325873547,1.669944227,0,0,0
134,1,1.75384397,14.49809893,50,0.666969865,0,16.6130907,14.77682006,3.107346802,0,1.75384397,19.36336842,SCVI,114.2902225,0.067519318,1.686324652,0,0.019744136,0
135,0,1.661548263,22.16722289,3,0.711581502,0,23.32264311,19.56524376,2.389523009,0,1.675686798,18.60582628,SCVI,62.64248192,0.251895927,1.409652335,0,0,0.014138536
136,1,1.650693401,22.74765628,2,1.165151871,2,24.00789938,27.25854553,2.666822951,0,1.753792037,15.89374837,SCVI,60.49374953,0.200230697,1.450462704,0,0.185124275,0.103098636
137,0,2.859312571,5.922496272,1,1.011404532,0,13.1706191,7.781534772,5.620492747,0,3.038838811,13.09039866,SCVI,38.01303463,0.287760672,2.571551899,0,3.032232418,0.17952624
138,3,3.561853924,3.837224618,12,0.693098203,0,14.69293917,8.767806888,7.383777947,0,3.561853924,22.97958484,SCVI,43.02983825,0.009494214,3.552359711,0,5.923016758,0
139,0,1.773365222,1.536322774,2,0.426521163,0,7.601204652,5.60743202,4.141967529,0,1.792102045,7.699044047,SCVI,72.63571633,0.025056936,1.748308286,0,3.336816627,0.018736824
140,0,0.70428033,10.5854091,10,0,0,11.26066059,30.24640063,1.198573353,0,0.70428033,6.494259644,SCVI,62.1187028,0.043841631,0.660438698,0,0.010574602,0
235,0,0.304391856,0,7,0.549841735,0,2.348839029,2.956981436,0.843088851,21.76887349,0.304391856,0.844492339,Central Coast,66.04161235,0,0.304391856,0,0,0
236,0,0.00579738,0,0,0,0,0.018549927,0.03365855,0.018549921,27.70336695,0.00579738,0.016694928,Central Coast,43.61172723,0,0.00579738,0,0,0
237,0,0.035927532,0,0,0.975241469,0,0.114956234,0.286632374,0.11495623,50.50723835,0.035927532,0.11495623,Central Coast,20.44243609,0,0.035927532,0,0,0
238,0,0.267432038,0,1,0.315678553,0,0.831538313,0.443610855,0.810426843,46.08978783,0.267432038,0.830061098,Central Coast,46.64247749,0,0.267432038,0,0.133701753,0
239,0,0.219886602,0,0,0,0,29.71777529,24.14853302,0.65158301,54.18615812,0.219886602,0.663021689,Central Coast,34.42717383,0,0.219886602,0,0.045279211,0
240,0,0,0,0,0,0,0,0,0,12.71221576,0,0,Central Coast,44.2234388,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,14.1726985,0,0,Central Coast,41.49961173,0,0,0,0,0
242,0,0.024553412,0,1,0,0,33.81954812,35.16263158,0.079119971,22.4169051,0.024553412,0.078822749,Central Coast,40.8427663,0,0.024553412,0,0.018877903,0
243,0,0,0,0,0,0,0,0,0,15.05667907,0,0,Central Coast,42.75334846,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,26.1034287,0,0,Central Coast,46.86873602,0,0,0,0,0
245,0,0.16490965,0,0,0,0,47.02516234,43.527488,0.330191153,34.49165898,0.169654719,0.328696031,Central Coast,48.55490219,0,0.16490965,0,0,0.004745069
246,0,0.260432293,0,0,0.678216547,0,58.45779282,60.5030552,0.458352436,24.75069263,0.449192056,0.51265997,Central Coast,61.79424474,0,0.260432293,0.089313943,0,0.188759763
247,0,0.462742006,5.604683381,0,0,0,10.96084732,7.991227326,0.805976341,14.21348454,0.462742006,4.9985118,Central Coast,85.80191985,0.030976909,0.431765096,0,0,0
248,0,0,0,0,0,0,0,0,0,19.45586759,0,0,Central Coast,33.92898797,0,0,0,0,0
249,0,0.348078199,2.441266839,0,0,0,8.897015203,8.261922962,0.619148072,36.16164731,0.381344207,2.831542367,Central Coast,29.73309951,0,0.348078199,0,0,0.033266008
250,0,1.27342189,12.14547485,0,0.468437473,0,12.84976485,9.13600424,2.102363207,21.33095239,1.27342189,5.299611243,Central Coast,20.49713733,0.092125651,1.18129624,0,0,0
251,0,1.51109735,14.10111721,0,0.180132342,0,15.16747474,8.317080215,2.38689452,31.30219637,1.51109735,10.87957109,Central Coast,31.72091099,0.02165679,1.48944056,0,0,0
