"","year","species","odd_even","total.systems","no.counted","prop.counted"
"259",2018,"Chinook",NA,1,0,0
"260",2019,"Chinook",NA,1,0,0
"261",1955,"Sockeye",NA,1,0,0
"262",1956,"Sockeye",NA,1,0,0
"263",1957,"Sockeye",NA,1,0,0
"264",1958,"Sockeye",NA,1,0,0
"265",1959,"Sockeye",NA,1,0,0
"266",1960,"Sockeye",NA,1,0,0
"267",1961,"Sockeye",NA,1,0,0
"268",1962,"Sockeye",NA,1,0,0
"269",1963,"Sockeye",NA,1,0,0
"270",1964,"Sockeye",NA,1,0,0
"271",1965,"Sockeye",NA,1,0,0
"272",1966,"Sockeye",NA,1,0,0
"273",1967,"Sockeye",NA,1,0,0
"274",1968,"Sockeye",NA,1,0,0
"275",1969,"Sockeye",NA,1,0,0
"276",1970,"Sockeye",NA,1,0,0
"277",1971,"Sockeye",NA,1,0,0
"278",1972,"Sockeye",NA,1,0,0
"279",1973,"Sockeye",NA,1,0,0
"280",1974,"Sockeye",NA,1,0,0
"281",1975,"Sockeye",NA,1,0,0
"282",1976,"Sockeye",NA,1,0,0
"283",1977,"Sockeye",NA,1,0,0
"284",1978,"Sockeye",NA,1,0,0
"285",1979,"Sockeye",NA,1,0,0
"286",1980,"Sockeye",NA,1,0,0
"287",1981,"Sockeye",NA,1,0,0
"288",1982,"Sockeye",NA,1,0,0
"289",1983,"Sockeye",NA,1,0,0
"290",1984,"Sockeye",NA,1,0,0
"291",1985,"Sockeye",NA,1,0,0
"292",1986,"Sockeye",NA,1,0,0
"293",1987,"Sockeye",NA,1,0,0
"294",1988,"Sockeye",NA,1,0,0
"295",1989,"Sockeye",NA,1,0,0
"296",1990,"Sockeye",NA,1,0,0
"297",1991,"Sockeye",NA,1,0,0
"298",1992,"Sockeye",NA,1,0,0
"299",1993,"Sockeye",NA,1,0,0
"300",1994,"Sockeye",NA,1,0,0
"301",1995,"Sockeye",NA,1,0,0
"302",1996,"Sockeye",NA,1,0,0
"303",1997,"Sockeye",NA,1,1,1
"304",1998,"Sockeye",NA,1,1,1
"305",1999,"Sockeye",NA,1,1,1
"306",2000,"Sockeye",NA,1,0,0
"307",2001,"Sockeye",NA,1,0,0
"308",2002,"Sockeye",NA,1,0,0
"309",2003,"Sockeye",NA,1,0,0
"310",2004,"Sockeye",NA,1,0,0
"311",2005,"Sockeye",NA,1,0,0
"312",2006,"Sockeye",NA,1,0,0
"313",2007,"Sockeye",NA,1,0,0
"314",2008,"Sockeye",NA,1,0,0
"315",2009,"Sockeye",NA,1,0,0
"316",2010,"Sockeye",NA,1,0,0
"317",2011,"Sockeye",NA,1,0,0
"318",2012,"Sockeye",NA,1,0,0
"319",2013,"Sockeye",NA,1,0,0
"320",2014,"Sockeye",NA,1,0,0
"321",2015,"Sockeye",NA,1,0,0
"322",2016,"Sockeye",NA,1,0,0
"323",2017,"Sockeye",NA,1,0,0
"324",2018,"Sockeye",NA,1,0,0
"325",2019,"Sockeye",NA,1,0,0
"326",1955,"all",NA,1,0,0
"327",1956,"all",NA,1,0,0
"328",1957,"all",NA,1,0,0
"329",1958,"all",NA,1,0,0
"330",1959,"all",NA,1,0,0
"331",1960,"all",NA,1,0,0
"332",1961,"all",NA,1,0,0
"333",1962,"all",NA,1,0,0
"334",1963,"all",NA,1,0,0
"335",1964,"all",NA,1,0,0
"336",1965,"all",NA,1,0,0
"337",1966,"all",NA,1,0,0
"338",1967,"all",NA,1,0,0
"339",1968,"all",NA,1,0,0
"340",1969,"all",NA,1,0,0
"341",1970,"all",NA,1,0,0
"342",1971,"all",NA,1,0,0
"343",1972,"all",NA,1,0,0
"344",1973,"all",NA,1,0,0
"345",1974,"all",NA,1,0,0
"346",1975,"all",NA,1,0,0
"347",1976,"all",NA,1,0,0
"348",1977,"all",NA,1,0,0
"349",1978,"all",NA,1,0,0
"350",1979,"all",NA,1,0,0
"351",1980,"all",NA,1,0,0
"352",1981,"all",NA,1,0,0
"353",1982,"all",NA,1,0,0
"354",1983,"all",NA,1,0,0
"355",1984,"all",NA,1,0,0
"356",1985,"all",NA,1,0,0
"357",1986,"all",NA,1,0,0
"358",1987,"all",NA,1,0,0
"359",1988,"all",NA,1,0,0
"360",1989,"all",NA,1,0,0
"361",1990,"all",NA,1,0,0
"362",1991,"all",NA,1,0,0
"363",1992,"all",NA,1,0,0
"364",1993,"all",NA,1,0,0
"365",1994,"all",NA,1,0,0
"366",1995,"all",NA,1,0,0
"367",1996,"all",NA,1,0,0
"368",1997,"all",NA,1,1,1
"369",1998,"all",NA,1,1,1
"370",1999,"all",NA,1,1,1
"371",2000,"all",NA,1,0,0
"372",2001,"all",NA,1,0,0
"373",2002,"all",NA,1,0,0
"374",2003,"all",NA,1,0,0
"375",2004,"all",NA,1,0,0
"376",2005,"all",NA,1,0,0
"377",2006,"all",NA,1,0,0
"378",2007,"all",NA,1,0,0
"379",2008,"all",NA,1,0,0
"380",2009,"all",NA,1,0,0
"381",2010,"all",NA,1,0,0
"382",2011,"all",NA,1,0,0
"383",2012,"all",NA,1,0,0
"384",2013,"all",NA,1,0,0
"385",2014,"all",NA,1,0,0
"386",2015,"all",NA,1,0,0
"387",2016,"all",NA,1,0,0
"388",2017,"all",NA,1,0,0
"389",2018,"all",NA,1,0,0
"390",2019,"all",NA,1,0,0
